key,id,name,type,variable,value,year,crime_type,place_name
1600000US0816000--2016--All Crimes--rate,1600000US0816000,"Colorado Springs, Colorado",place,rate,8138.104298,2016,All Crimes,"Colorado Springs, CO"
1600000US0816000--2016--Arson--rate,1600000US0816000,"Colorado Springs, Colorado",place,rate,24.99391312,2016,Arson,"Colorado Springs, CO"
1600000US0816000--2016--Burglary--rate,1600000US0816000,"Colorado Springs, Colorado",place,rate,576.7991847,2016,Burglary,"Colorado Springs, CO"
1600000US0816000--2016--Larceny--rate,1600000US0816000,"Colorado Springs, Colorado",place,rate,2537.313111,2016,Larceny,"Colorado Springs, CO"
1600000US0816000--2016--MV theft--rate,1600000US0816000,"Colorado Springs, Colorado",place,rate,446.6584646,2016,MV theft,"Colorado Springs, CO"
1600000US0816000--2016--Murder-Manslaughter--rate,1600000US0816000,"Colorado Springs, Colorado",place,rate,5.171154439,2016,Murder-Manslaughter,"Colorado Springs, CO"
1600000US0816000--2016--Property crime--rate,1600000US0816000,"Colorado Springs, Colorado",place,rate,3560.770761,2016,Property crime,"Colorado Springs, CO"
1600000US0816000--2016--Rape--rate,1600000US0816000,"Colorado Springs, Colorado",place,rate,96.09728665,2016,Rape,"Colorado Springs, CO"
1600000US0816000--2016--Robbery--rate,1600000US0816000,"Colorado Springs, Colorado",place,rate,94.15810374,2016,Robbery,"Colorado Springs, CO"
1600000US0816000--2016--Violent crime--rate,1600000US0816000,"Colorado Springs, Colorado",place,rate,495.7844318,2016,Violent crime,"Colorado Springs, CO"
