key,id,name,type,variable,value,year,crime_type,place_name
1600000US0662000--2016--Robbery--count,1600000US0662000,"Riverside, California",place,count,586.0,2016,Robbery,"Riverside, CA"
1600000US0662000--2015--Motor vehicle theft--rate,1600000US0662000,"Riverside, California",place,rate,542.9264789639203,2015,Motor vehicle theft,"Riverside, CA"
1600000US0662000--2015--Motor vehicle theft--rate,1600000US0662000,"Riverside, California",place,rate,542.9264789639203,2015,Motor vehicle theft,"Riverside, CA"
1600000US0662000--2016--Rape (revised definition)--rate,1600000US0662000,"Riverside, California",place,rate,43.26533618086752,2016,Rape (revised definition),"Riverside, CA"
1600000US0662000--2015--Aggravated assault--rate,1600000US0662000,"Riverside, California",place,rate,239.58101181190102,2015,Aggravated assault,"Riverside, CA"
1600000US0662000--2015--Aggravated assault--rate,1600000US0662000,"Riverside, California",place,rate,239.58101181190102,2015,Aggravated assault,"Riverside, CA"
1600000US0662000--2015--All Crimes--count,1600000US0662000,"Riverside, California",place,count,24015.0,2015,All Crimes,"Riverside, CA"
1600000US0662000--2015--All Crimes--count,1600000US0662000,"Riverside, California",place,count,24015.0,2015,All Crimes,"Riverside, CA"
1600000US0662000--2016--Violent crime--rate,1600000US0662000,"Riverside, California",place,rate,529.0031175589759,2016,Violent crime,"Riverside, CA"
1600000US0662000--2015--Burglary--count,1600000US0662000,"Riverside, California",place,count,1633.0,2015,Burglary,"Riverside, CA"
1600000US0662000--2015--Burglary--count,1600000US0662000,"Riverside, California",place,count,1633.0,2015,Burglary,"Riverside, CA"
1600000US0662000--2016--Aggravated assault--count,1600000US0662000,"Riverside, California",place,count,987.0,2016,Aggravated assault,"Riverside, CA"
1600000US0662000--2015--Arson--rate,1600000US0662000,"Riverside, California",place,rate,21.97706955897284,2015,Arson,"Riverside, CA"
1600000US0662000--2015--Arson--rate,1600000US0662000,"Riverside, California",place,rate,21.97706955897284,2015,Arson,"Riverside, CA"
1600000US0662000--2016--Aggravated assault--rate,1600000US0662000,"Riverside, California",place,rate,302.8573532660726,2016,Aggravated assault,"Riverside, CA"
1600000US0662000--2016--Violent crime--count,1600000US0662000,"Riverside, California",place,count,1724.0,2016,Violent crime,"Riverside, CA"
1600000US0662000--2015--Property crime--rate,1600000US0662000,"Riverside, California",place,rate,3259.7256271203228,2015,Property crime,"Riverside, CA"
1600000US0662000--2015--Property crime--rate,1600000US0662000,"Riverside, California",place,rate,3259.7256271203228,2015,Property crime,"Riverside, CA"
1600000US0662000--2015--Robbery--count,1600000US0662000,"Riverside, California",place,count,520.0,2015,Robbery,"Riverside, CA"
1600000US0662000--2015--Robbery--count,1600000US0662000,"Riverside, California",place,count,520.0,2015,Robbery,"Riverside, CA"
1600000US0662000--2016--Burglary--count,1600000US0662000,"Riverside, California",place,count,1977.0,2016,Burglary,"Riverside, CA"
1600000US0662000--2016--Robbery--rate,1600000US0662000,"Riverside, California",place,rate,179.81196455310896,2016,Robbery,"Riverside, CA"
1600000US0662000--2016--Motor vehicle theft--rate,1600000US0662000,"Riverside, California",place,rate,593.4408522964383,2016,Motor vehicle theft,"Riverside, CA"
1600000US0662000--2016--Motor vehicle theft--count,1600000US0662000,"Riverside, California",place,count,1934.0,2016,Motor vehicle theft,"Riverside, CA"
1600000US0662000--2015--Aggravated assault--count,1600000US0662000,"Riverside, California",place,count,774.0,2015,Aggravated assault,"Riverside, CA"
1600000US0662000--2015--Aggravated assault--count,1600000US0662000,"Riverside, California",place,count,774.0,2015,Aggravated assault,"Riverside, CA"
1600000US0662000--2016--Arson--rate,1600000US0662000,"Riverside, California",place,rate,17.490242285882612,2016,Arson,"Riverside, CA"
1600000US0662000--2015--Violent crime--count,1600000US0662000,"Riverside, California",place,count,1441.0,2015,Violent crime,"Riverside, CA"
1600000US0662000--2015--Violent crime--count,1600000US0662000,"Riverside, California",place,count,1441.0,2015,Violent crime,"Riverside, CA"
1600000US0662000--2016--Property crime--rate,1600000US0662000,"Riverside, California",place,rate,3456.931045486904,2016,Property crime,"Riverside, CA"
1600000US0662000--2016--All Crimes--rate,1600000US0662000,"Riverside, California",place,rate,7989.358568377642,2016,All Crimes,"Riverside, CA"
1600000US0662000--2015--Rape (revised definition)--rate,1600000US0662000,"Riverside, California",place,rate,42.40645816308843,2015,Rape (revised definition),"Riverside, CA"
1600000US0662000--2015--Rape (revised definition)--rate,1600000US0662000,"Riverside, California",place,rate,42.40645816308843,2015,Rape (revised definition),"Riverside, CA"
1600000US0662000--2016--Murder and nonnegligent manslaughter--rate,1600000US0662000,"Riverside, California",place,rate,3.0684635589267737,2016,Murder and nonnegligent manslaughter,"Riverside, CA"
1600000US0662000--2015--Burglary--rate,1600000US0662000,"Riverside, California",place,rate,505.4725998563752,2015,Burglary,"Riverside, CA"
1600000US0662000--2015--Burglary--rate,1600000US0662000,"Riverside, California",place,rate,505.4725998563752,2015,Burglary,"Riverside, CA"
1600000US0662000--2016--Murder and nonnegligent manslaughter--count,1600000US0662000,"Riverside, California",place,count,10.0,2016,Murder and nonnegligent manslaughter,"Riverside, CA"
1600000US0662000--2015--Larceny--count,1600000US0662000,"Riverside, California",place,count,7144.0,2015,Larceny,"Riverside, CA"
1600000US0662000--2015--Larceny--count,1600000US0662000,"Riverside, California",place,count,7144.0,2015,Larceny,"Riverside, CA"
1600000US0662000--2016--All Crimes--count,1600000US0662000,"Riverside, California",place,count,26037.0,2016,All Crimes,"Riverside, CA"
1600000US0662000--2015--Motor vehicle theft--count,1600000US0662000,"Riverside, California",place,count,1754.0,2015,Motor vehicle theft,"Riverside, CA"
1600000US0662000--2015--Motor vehicle theft--count,1600000US0662000,"Riverside, California",place,count,1754.0,2015,Motor vehicle theft,"Riverside, CA"
1600000US0662000--2016--Rape (revised definition)--count,1600000US0662000,"Riverside, California",place,count,141.0,2016,Rape (revised definition),"Riverside, CA"
1600000US0662000--2016--Larceny--count,1600000US0662000,"Riverside, California",place,count,7355.0,2016,Larceny,"Riverside, CA"
1600000US0662000--2015--Murder and nonnegligent manslaughter--count,1600000US0662000,"Riverside, California",place,count,10.0,2015,Murder and nonnegligent manslaughter,"Riverside, CA"
1600000US0662000--2015--Murder and nonnegligent manslaughter--count,1600000US0662000,"Riverside, California",place,count,10.0,2015,Murder and nonnegligent manslaughter,"Riverside, CA"
1600000US0662000--2016--Property crime--count,1600000US0662000,"Riverside, California",place,count,11266.0,2016,Property crime,"Riverside, CA"
1600000US0662000--2015--Property crime--count,1600000US0662000,"Riverside, California",place,count,10531.0,2015,Property crime,"Riverside, CA"
1600000US0662000--2015--Property crime--count,1600000US0662000,"Riverside, California",place,count,10531.0,2015,Property crime,"Riverside, CA"
1600000US0662000--2015--Rape (revised definition)--count,1600000US0662000,"Riverside, California",place,count,137.0,2015,Rape (revised definition),"Riverside, CA"
1600000US0662000--2015--Rape (revised definition)--count,1600000US0662000,"Riverside, California",place,count,137.0,2015,Rape (revised definition),"Riverside, CA"
1600000US0662000--2015--Violent crime--rate,1600000US0662000,"Riverside, California",place,rate,446.0416511898571,2015,Violent crime,"Riverside, CA"
1600000US0662000--2015--Violent crime--rate,1600000US0662000,"Riverside, California",place,rate,446.0416511898571,2015,Violent crime,"Riverside, CA"
1600000US0662000--2010--Murder and nonnegligent manslaughter--rate,1600000US0662000,"Riverside, California",place,rate,2.9815244865980484,2010,Murder and nonnegligent manslaughter,"Riverside, CA"
1600000US0662000--2013--Murder and nonnegligent manslaughter--rate,1600000US0662000,"Riverside, California",place,rate,3.1603265249365564,2013,Murder and nonnegligent manslaughter,"Riverside, CA"
1600000US0662000--2014--Murder and nonnegligent manslaughter--rate,1600000US0662000,"Riverside, California",place,rate,3.756421132373151,2014,Murder and nonnegligent manslaughter,"Riverside, CA"
1600000US0662000--2015--Murder and nonnegligent manslaughter--rate,1600000US0662000,"Riverside, California",place,rate,3.0953619097144838,2015,Murder and nonnegligent manslaughter,"Riverside, CA"
1600000US0662000--2015--Murder and nonnegligent manslaughter--rate,1600000US0662000,"Riverside, California",place,rate,3.0953619097144838,2015,Murder and nonnegligent manslaughter,"Riverside, CA"
1600000US0662000--2012--Murder and nonnegligent manslaughter--rate,1600000US0662000,"Riverside, California",place,rate,5.103147366138066,2012,Murder and nonnegligent manslaughter,"Riverside, CA"
1600000US0662000--2017--Rape (revised definition)--rate,1600000US0662000,"Riverside, California",place,rate,50.60620749154785,2017,Rape (revised definition),"Riverside, CA"
1600000US0662000--2017--Larceny--count,1600000US0662000,"Riverside, California",place,count,6629.0,2017,Larceny,"Riverside, CA"
1600000US0662000--2017--Violent crime--rate,1600000US0662000,"Riverside, California",place,rate,508.80578496020087,2017,Violent crime,"Riverside, CA"
1600000US0662000--2017--All Crimes--count,1600000US0662000,"Riverside, California",place,count,351498.0,2017,All Crimes,"Riverside, CA"
1600000US0662000--2017--Burglary--count,1600000US0662000,"Riverside, California",place,count,1673.0,2017,Burglary,"Riverside, CA"
1600000US0662000--2017--Arson--count,1600000US0662000,"Riverside, California",place,count,73.0,2017,Arson,"Riverside, CA"
1600000US0662000--2017--All Crimes--rate,1600000US0662000,"Riverside, California",place,rate,107156.51036665113,2017,All Crimes,"Riverside, CA"
1600000US0662000--2017--Aggravated assault--rate,1600000US0662000,"Riverside, California",place,rate,288.69926803913137,2017,Aggravated assault,"Riverside, CA"
1600000US0662000--2017--Violent crime--count,1600000US0662000,"Riverside, California",place,count,1669.0,2017,Violent crime,"Riverside, CA"
1600000US0662000--2017--Motor vehicle theft--rate,1600000US0662000,"Riverside, California",place,rate,527.4020419299867,2017,Motor vehicle theft,"Riverside, CA"
1600000US0662000--2017--Murder and nonnegligent manslaughter--count,1600000US0662000,"Riverside, California",place,count,12.0,2017,Murder and nonnegligent manslaughter,"Riverside, CA"
1600000US0662000--2017--Arson--rate,1600000US0662000,"Riverside, California",place,rate,22.254537029415623,2017,Arson,"Riverside, CA"
1600000US0662000--2017--Property crime--rate,1600000US0662000,"Riverside, California",place,rate,3058.3221298506514,2017,Property crime,"Riverside, CA"
1600000US0662000--2017--Murder and nonnegligent manslaughter--rate,1600000US0662000,"Riverside, California",place,rate,3.658280059629965,2017,Murder and nonnegligent manslaughter,"Riverside, CA"
1600000US0662000--2017--Burglary--rate,1600000US0662000,"Riverside, California",place,rate,510.0252116467443,2017,Burglary,"Riverside, CA"
1600000US0662000--2017--Motor vehicle theft--count,1600000US0662000,"Riverside, California",place,count,1730.0,2017,Motor vehicle theft,"Riverside, CA"
1600000US0662000--2017--Robbery--count,1600000US0662000,"Riverside, California",place,count,544.0,2017,Robbery,"Riverside, CA"
1600000US0662000--2017--Larceny--rate,1600000US0662000,"Riverside, California",place,rate,2020.89487627392,2017,Larceny,"Riverside, CA"
1600000US0662000--2017--Property crime--count,1600000US0662000,"Riverside, California",place,count,10032.0,2017,Property crime,"Riverside, CA"
1600000US0662000--2017--Robbery--rate,1600000US0662000,"Riverside, California",place,rate,165.84202936989175,2017,Robbery,"Riverside, CA"
1600000US0662000--2017--Aggravated assault--count,1600000US0662000,"Riverside, California",place,count,947.0,2017,Aggravated assault,"Riverside, CA"
1600000US0662000--2017--Rape (revised definition)--count,1600000US0662000,"Riverside, California",place,count,166.0,2017,Rape (revised definition),"Riverside, CA"
1600000US0662000--2018--Violent crime--count,1600000US0662000,"Riverside, California",place,count,1686.0,2018,Violent crime,"Riverside, CA"
1600000US0662000--2018--Violent crime--rate,1600000US0662000,"Riverside, California",place,rate,509.3317060497489,2018,Violent crime,"Riverside, CA"
1600000US0662000--2018--Murder and nonnegligent manslaughter--count,1600000US0662000,"Riverside, California",place,count,14.0,2018,Murder and nonnegligent manslaughter,"Riverside, CA"
1600000US0662000--2018--Murder and nonnegligent manslaughter--rate,1600000US0662000,"Riverside, California",place,rate,4.2293261475068125,2018,Murder and nonnegligent manslaughter,"Riverside, CA"
1600000US0662000--2018--Motor vehicle theft--count,1600000US0662000,"Riverside, California",place,count,1845.0,2018,Motor vehicle theft,"Riverside, CA"
1600000US0662000--2018--Motor vehicle theft--rate,1600000US0662000,"Riverside, California",place,rate,557.3647672964335,2018,Motor vehicle theft,"Riverside, CA"
1600000US0662000--2018--Rape (revised definition)--count,1600000US0662000,"Riverside, California",place,count,150.0,2018,Rape (revised definition),"Riverside, CA"
1600000US0662000--2018--Rape (revised definition)--rate,1600000US0662000,"Riverside, California",place,rate,45.31420872328728,2018,Rape (revised definition),"Riverside, CA"
1600000US0662000--2018--Robbery--count,1600000US0662000,"Riverside, California",place,count,543.0,2018,Robbery,"Riverside, CA"
1600000US0662000--2018--Robbery--rate,1600000US0662000,"Riverside, California",place,rate,164.03743557829995,2018,Robbery,"Riverside, CA"
1600000US0662000--2018--Larceny--count,1600000US0662000,"Riverside, California",place,count,6911.0,2018,Larceny,"Riverside, CA"
1600000US0662000--2018--Larceny--rate,1600000US0662000,"Riverside, California",place,rate,2087.776643244256,2018,Larceny,"Riverside, CA"
1600000US0662000--2018--Arson--count,1600000US0662000,"Riverside, California",place,count,73.0,2018,Arson,"Riverside, CA"
1600000US0662000--2018--Arson--rate,1600000US0662000,"Riverside, California",place,rate,22.052914911999807,2018,Arson,"Riverside, CA"
1600000US0662000--2018--Burglary--count,1600000US0662000,"Riverside, California",place,count,1470.0,2018,Burglary,"Riverside, CA"
1600000US0662000--2018--Burglary--rate,1600000US0662000,"Riverside, California",place,rate,444.0792454882152,2018,Burglary,"Riverside, CA"
1600000US0662000--2018--Property crime--count,1600000US0662000,"Riverside, California",place,count,10226.0,2018,Property crime,"Riverside, CA"
1600000US0662000--2018--Property crime--rate,1600000US0662000,"Riverside, California",place,rate,3089.2206560289037,2018,Property crime,"Riverside, CA"
1600000US0662000--2018--Aggravated assault--count,1600000US0662000,"Riverside, California",place,count,979.0,2018,Aggravated assault,"Riverside, CA"
1600000US0662000--2018--Aggravated assault--rate,1600000US0662000,"Riverside, California",place,rate,295.75073560065493,2018,Aggravated assault,"Riverside, CA"
1600000US0662000--2018--All Crimes--rate,1600000US0662000,"Riverside, California",place,rate,107219.15763906932,2018,All Crimes,"Riverside, CA"
1600000US0662000--2018--All Crimes--count,1600000US0662000,"Riverside, California",place,count,354919.0,2018,All Crimes,"Riverside, CA"
