key,id,name,type,variable,value,year,crime_type,place_name
1600000US4827000--2015--Murder and nonnegligent manslaughter--count,1600000US4827000,"Fort Worth, Texas",place,count,56.0,2015,Murder and nonnegligent manslaughter,"Fort Worth, TX"
1600000US4827000--2015--Murder and nonnegligent manslaughter--count,1600000US4827000,"Fort Worth, Texas",place,count,56.0,2015,Murder and nonnegligent manslaughter,"Fort Worth, TX"
1600000US4827000--2015--Burglary--count,1600000US4827000,"Fort Worth, Texas",place,count,6005.0,2015,Burglary,"Fort Worth, TX"
1600000US4827000--2015--Burglary--count,1600000US4827000,"Fort Worth, Texas",place,count,6005.0,2015,Burglary,"Fort Worth, TX"
1600000US4827000--2016--Property crime--count,1600000US4827000,"Fort Worth, Texas",place,count,28124.0,2016,Property crime,"Fort Worth, TX"
1600000US4827000--2015--Arson--rate,1600000US4827000,"Fort Worth, Texas",place,rate,17.113980314101802,2015,Arson,"Fort Worth, TX"
1600000US4827000--2015--Arson--rate,1600000US4827000,"Fort Worth, Texas",place,rate,17.113980314101802,2015,Arson,"Fort Worth, TX"
1600000US4827000--2015--Aggravated assault--count,1600000US4827000,"Fort Worth, Texas",place,count,2806.0,2015,Aggravated assault,"Fort Worth, TX"
1600000US4827000--2015--Aggravated assault--count,1600000US4827000,"Fort Worth, Texas",place,count,2806.0,2015,Aggravated assault,"Fort Worth, TX"
1600000US4827000--2015--All Crimes--count,1600000US4827000,"Fort Worth, Texas",place,count,68364.0,2015,All Crimes,"Fort Worth, TX"
1600000US4827000--2015--All Crimes--count,1600000US4827000,"Fort Worth, Texas",place,count,68364.0,2015,All Crimes,"Fort Worth, TX"
1600000US4827000--2015--Murder and nonnegligent manslaughter--rate,1600000US4827000,"Fort Worth, Texas",place,rate,6.749175335138737,2015,Murder and nonnegligent manslaughter,"Fort Worth, TX"
1600000US4827000--2015--Murder and nonnegligent manslaughter--rate,1600000US4827000,"Fort Worth, Texas",place,rate,6.749175335138737,2015,Murder and nonnegligent manslaughter,"Fort Worth, TX"
1600000US4827000--2015--Larceny--rate,1600000US4827000,"Fort Worth, Texas",place,rate,2589.8755138713627,2015,Larceny,"Fort Worth, TX"
1600000US4827000--2015--Larceny--rate,1600000US4827000,"Fort Worth, Texas",place,rate,2589.8755138713627,2015,Larceny,"Fort Worth, TX"
1600000US4827000--2016--Violent crime--rate,1600000US4827000,"Fort Worth, Texas",place,rate,526.2669792416261,2016,Violent crime,"Fort Worth, TX"
1600000US4827000--2015--Aggravated assault--rate,1600000US4827000,"Fort Worth, Texas",place,rate,338.18189268570165,2015,Aggravated assault,"Fort Worth, TX"
1600000US4827000--2015--Aggravated assault--rate,1600000US4827000,"Fort Worth, Texas",place,rate,338.18189268570165,2015,Aggravated assault,"Fort Worth, TX"
1600000US4827000--2016--Rape (revised definition)--rate,1600000US4827000,"Fort Worth, Texas",place,rate,58.578456980051634,2016,Rape (revised definition),"Fort Worth, TX"
1600000US4827000--2016--Robbery--rate,1600000US4827000,"Fort Worth, Texas",place,rate,136.76132741835698,2016,Robbery,"Fort Worth, TX"
1600000US4827000--2016--Motor vehicle theft--rate,1600000US4827000,"Fort Worth, Texas",place,rate,280.09658988858354,2016,Motor vehicle theft,"Fort Worth, TX"
1600000US4827000--2016--Burglary--count,1600000US4827000,"Fort Worth, Texas",place,count,5316.0,2016,Burglary,"Fort Worth, TX"
1600000US4827000--2016--Burglary--rate,1600000US4827000,"Fort Worth, Texas",place,rate,624.0542631381853,2016,Burglary,"Fort Worth, TX"
1600000US4827000--2016--Motor vehicle theft--count,1600000US4827000,"Fort Worth, Texas",place,count,2386.0,2016,Motor vehicle theft,"Fort Worth, TX"
1600000US4827000--2016--Robbery--count,1600000US4827000,"Fort Worth, Texas",place,count,1165.0,2016,Robbery,"Fort Worth, TX"
1600000US4827000--2016--Aggravated assault--rate,1600000US4827000,"Fort Worth, Texas",place,rate,323.1793428177998,2016,Aggravated assault,"Fort Worth, TX"
1600000US4827000--2015--Rape (revised definition)--count,1600000US4827000,"Fort Worth, Texas",place,count,516.0,2015,Rape (revised definition),"Fort Worth, TX"
1600000US4827000--2015--Rape (revised definition)--count,1600000US4827000,"Fort Worth, Texas",place,count,516.0,2015,Rape (revised definition),"Fort Worth, TX"
1600000US4827000--2015--Robbery--rate,1600000US4827000,"Fort Worth, Texas",place,rate,118.23108935305538,2015,Robbery,"Fort Worth, TX"
1600000US4827000--2015--Robbery--rate,1600000US4827000,"Fort Worth, Texas",place,rate,118.23108935305538,2015,Robbery,"Fort Worth, TX"
1600000US4827000--2015--Arson--count,1600000US4827000,"Fort Worth, Texas",place,count,142.0,2015,Arson,"Fort Worth, TX"
1600000US4827000--2015--Arson--count,1600000US4827000,"Fort Worth, Texas",place,count,142.0,2015,Arson,"Fort Worth, TX"
1600000US4827000--2015--Motor vehicle theft--count,1600000US4827000,"Fort Worth, Texas",place,count,2258.0,2015,Motor vehicle theft,"Fort Worth, TX"
1600000US4827000--2015--Motor vehicle theft--count,1600000US4827000,"Fort Worth, Texas",place,count,2258.0,2015,Motor vehicle theft,"Fort Worth, TX"
1600000US4827000--2016--Arson--count,1600000US4827000,"Fort Worth, Texas",place,count,140.0,2016,Arson,"Fort Worth, TX"
1600000US4827000--2016--Murder and nonnegligent manslaughter--count,1600000US4827000,"Fort Worth, Texas",place,count,66.0,2016,Murder and nonnegligent manslaughter,"Fort Worth, TX"
1600000US4827000--2016--Murder and nonnegligent manslaughter--rate,1600000US4827000,"Fort Worth, Texas",place,rate,7.747852025417648,2016,Murder and nonnegligent manslaughter,"Fort Worth, TX"
1600000US4827000--2016--Rape (revised definition)--count,1600000US4827000,"Fort Worth, Texas",place,count,499.0,2016,Rape (revised definition),"Fort Worth, TX"
1600000US4827000--2016--Violent crime--count,1600000US4827000,"Fort Worth, Texas",place,count,4483.0,2016,Violent crime,"Fort Worth, TX"
1600000US4827000--2016--Aggravated assault--count,1600000US4827000,"Fort Worth, Texas",place,count,2753.0,2016,Aggravated assault,"Fort Worth, TX"
1600000US4827000--2015--Property crime--count,1600000US4827000,"Fort Worth, Texas",place,count,29752.0,2015,Property crime,"Fort Worth, TX"
1600000US4827000--2015--Property crime--count,1600000US4827000,"Fort Worth, Texas",place,count,29752.0,2015,Property crime,"Fort Worth, TX"
1600000US4827000--2015--All Crimes--rate,1600000US4827000,"Fort Worth, Texas",place,rate,8239.296832346869,2015,All Crimes,"Fort Worth, TX"
1600000US4827000--2015--All Crimes--rate,1600000US4827000,"Fort Worth, Texas",place,rate,8239.296832346869,2015,All Crimes,"Fort Worth, TX"
1600000US4827000--2016--Larceny--rate,1600000US4827000,"Fort Worth, Texas",place,rate,2397.373243379989,2016,Larceny,"Fort Worth, TX"
1600000US4827000--2015--Rape (revised definition)--rate,1600000US4827000,"Fort Worth, Texas",place,rate,62.188829873778374,2015,Rape (revised definition),"Fort Worth, TX"
1600000US4827000--2015--Rape (revised definition)--rate,1600000US4827000,"Fort Worth, Texas",place,rate,62.188829873778374,2015,Rape (revised definition),"Fort Worth, TX"
1600000US4827000--2015--Property crime--rate,1600000US4827000,"Fort Worth, Texas",place,rate,3585.7404387687093,2015,Property crime,"Fort Worth, TX"
1600000US4827000--2015--Property crime--rate,1600000US4827000,"Fort Worth, Texas",place,rate,3585.7404387687093,2015,Property crime,"Fort Worth, TX"
1600000US4827000--2015--Larceny--count,1600000US4827000,"Fort Worth, Texas",place,count,21489.0,2015,Larceny,"Fort Worth, TX"
1600000US4827000--2015--Larceny--count,1600000US4827000,"Fort Worth, Texas",place,count,21489.0,2015,Larceny,"Fort Worth, TX"
1600000US4827000--2015--Violent crime--count,1600000US4827000,"Fort Worth, Texas",place,count,4359.0,2015,Violent crime,"Fort Worth, TX"
1600000US4827000--2015--Violent crime--count,1600000US4827000,"Fort Worth, Texas",place,count,4359.0,2015,Violent crime,"Fort Worth, TX"
1600000US4827000--2016--Property crime--rate,1600000US4827000,"Fort Worth, Texas",place,rate,3301.524096406757,2016,Property crime,"Fort Worth, TX"
1600000US4827000--2016--All Crimes--rate,1600000US4827000,"Fort Worth, Texas",place,rate,7672.016988926442,2016,All Crimes,"Fort Worth, TX"
1600000US4827000--2015--Robbery--count,1600000US4827000,"Fort Worth, Texas",place,count,981.0,2015,Robbery,"Fort Worth, TX"
1600000US4827000--2015--Robbery--count,1600000US4827000,"Fort Worth, Texas",place,count,981.0,2015,Robbery,"Fort Worth, TX"
1600000US4827000--2016--Arson--rate,1600000US4827000,"Fort Worth, Texas",place,rate,16.4348376296738,2016,Arson,"Fort Worth, TX"
1600000US4827000--2015--Burglary--rate,1600000US4827000,"Fort Worth, Texas",place,rate,723.7285337055023,2015,Burglary,"Fort Worth, TX"
1600000US4827000--2015--Burglary--rate,1600000US4827000,"Fort Worth, Texas",place,rate,723.7285337055023,2015,Burglary,"Fort Worth, TX"
1600000US4827000--2016--Larceny--count,1600000US4827000,"Fort Worth, Texas",place,count,20422.0,2016,Larceny,"Fort Worth, TX"
1600000US4827000--2015--Violent crime--rate,1600000US4827000,"Fort Worth, Texas",place,rate,525.3509872476743,2015,Violent crime,"Fort Worth, TX"
1600000US4827000--2015--Violent crime--rate,1600000US4827000,"Fort Worth, Texas",place,rate,525.3509872476743,2015,Violent crime,"Fort Worth, TX"
1600000US4827000--2015--Motor vehicle theft--rate,1600000US4827000,"Fort Worth, Texas",place,rate,272.1363911918441,2015,Motor vehicle theft,"Fort Worth, TX"
1600000US4827000--2015--Motor vehicle theft--rate,1600000US4827000,"Fort Worth, Texas",place,rate,272.1363911918441,2015,Motor vehicle theft,"Fort Worth, TX"
1600000US4827000--2017--Property crime--count,1600000US4827000,"Fort Worth, Texas",place,count,28072.0,2017,Property crime,"Fort Worth, TX"
1600000US4827000--2017--Motor vehicle theft--rate,1600000US4827000,"Fort Worth, Texas",place,rate,309.94113867288837,2017,Motor vehicle theft,"Fort Worth, TX"
1600000US4827000--2017--Murder and nonnegligent manslaughter--count,1600000US4827000,"Fort Worth, Texas",place,count,70.0,2017,Murder and nonnegligent manslaughter,"Fort Worth, TX"
1600000US4827000--2017--Burglary--count,1600000US4827000,"Fort Worth, Texas",place,count,5116.0,2017,Burglary,"Fort Worth, TX"
1600000US4827000--2017--Rape (revised definition)--count,1600000US4827000,"Fort Worth, Texas",place,count,569.0,2017,Rape (revised definition),"Fort Worth, TX"
1600000US4827000--2017--Aggravated assault--rate,1600000US4827000,"Fort Worth, Texas",place,rate,339.7211446059818,2017,Aggravated assault,"Fort Worth, TX"
1600000US4827000--2017--Rape (revised definition)--rate,1600000US4827000,"Fort Worth, Texas",place,rate,65.17239759973153,2017,Rape (revised definition),"Fort Worth, TX"
1600000US4827000--2017--All Crimes--rate,1600000US4827000,"Fort Worth, Texas",place,rate,107568.359430927,2017,All Crimes,"Fort Worth, TX"
1600000US4827000--2017--Robbery--count,1600000US4827000,"Fort Worth, Texas",place,count,1286.0,2017,Robbery,"Fort Worth, TX"
1600000US4827000--2017--Larceny--count,1600000US4827000,"Fort Worth, Texas",place,count,20250.0,2017,Larceny,"Fort Worth, TX"
1600000US4827000--2017--Murder and nonnegligent manslaughter--rate,1600000US4827000,"Fort Worth, Texas",place,rate,8.017693905063632,2017,Murder and nonnegligent manslaughter,"Fort Worth, TX"
1600000US4827000--2017--Violent crime--rate,1600000US4827000,"Fort Worth, Texas",place,rate,560.2077269952318,2017,Violent crime,"Fort Worth, TX"
1600000US4827000--2017--Violent crime--count,1600000US4827000,"Fort Worth, Texas",place,count,4891.0,2017,Violent crime,"Fort Worth, TX"
1600000US4827000--2017--Aggravated assault--count,1600000US4827000,"Fort Worth, Texas",place,count,2966.0,2017,Aggravated assault,"Fort Worth, TX"
1600000US4827000--2017--Arson--count,1600000US4827000,"Fort Worth, Texas",place,count,151.0,2017,Arson,"Fort Worth, TX"
1600000US4827000--2017--Motor vehicle theft--count,1600000US4827000,"Fort Worth, Texas",place,count,2706.0,2017,Motor vehicle theft,"Fort Worth, TX"
1600000US4827000--2017--Property crime--rate,1600000US4827000,"Fort Worth, Texas",place,rate,3215.324332899233,2017,Property crime,"Fort Worth, TX"
1600000US4827000--2017--Larceny--rate,1600000US4827000,"Fort Worth, Texas",place,rate,2319.4043082505514,2017,Larceny,"Fort Worth, TX"
1600000US4827000--2017--Arson--rate,1600000US4827000,"Fort Worth, Texas",place,rate,17.295311138065838,2017,Arson,"Fort Worth, TX"
1600000US4827000--2017--Burglary--rate,1600000US4827000,"Fort Worth, Texas",place,rate,585.9788859757933,2017,Burglary,"Fort Worth, TX"
1600000US4827000--2017--All Crimes--count,1600000US4827000,"Fort Worth, Texas",place,count,939146.0,2017,All Crimes,"Fort Worth, TX"
1600000US4827000--2017--Robbery--rate,1600000US4827000,"Fort Worth, Texas",place,rate,147.29649088445473,2017,Robbery,"Fort Worth, TX"
1600000US4827000--2018--Violent crime--count,1600000US4827000,"Fort Worth, Texas",place,count,4482.0,2018,Violent crime,"Fort Worth, TX"
1600000US4827000--2018--Violent crime--rate,1600000US4827000,"Fort Worth, Texas",place,rate,501.4791509091967,2018,Violent crime,"Fort Worth, TX"
1600000US4827000--2018--Murder and nonnegligent manslaughter--count,1600000US4827000,"Fort Worth, Texas",place,count,58.0,2018,Murder and nonnegligent manslaughter,"Fort Worth, TX"
1600000US4827000--2018--Murder and nonnegligent manslaughter--rate,1600000US4827000,"Fort Worth, Texas",place,rate,6.489466923858414,2018,Murder and nonnegligent manslaughter,"Fort Worth, TX"
1600000US4827000--2018--Motor vehicle theft--count,1600000US4827000,"Fort Worth, Texas",place,count,2972.0,2018,Motor vehicle theft,"Fort Worth, TX"
1600000US4827000--2018--Motor vehicle theft--rate,1600000US4827000,"Fort Worth, Texas",place,rate,332.5292361673656,2018,Motor vehicle theft,"Fort Worth, TX"
1600000US4827000--2018--Rape (revised definition)--count,1600000US4827000,"Fort Worth, Texas",place,count,482.0,2018,Rape (revised definition),"Fort Worth, TX"
1600000US4827000--2018--Rape (revised definition)--rate,1600000US4827000,"Fort Worth, Texas",place,rate,53.92970788447854,2018,Rape (revised definition),"Fort Worth, TX"
1600000US4827000--2018--Robbery--count,1600000US4827000,"Fort Worth, Texas",place,count,1116.0,2018,Robbery,"Fort Worth, TX"
1600000US4827000--2018--Robbery--rate,1600000US4827000,"Fort Worth, Texas",place,rate,124.86629460389636,2018,Robbery,"Fort Worth, TX"
1600000US4827000--2018--Larceny--count,1600000US4827000,"Fort Worth, Texas",place,count,17957.0,2018,Larceny,"Fort Worth, TX"
1600000US4827000--2018--Larceny--rate,1600000US4827000,"Fort Worth, Texas",place,rate,2009.161337098716,2018,Larceny,"Fort Worth, TX"
1600000US4827000--2018--Arson--count,1600000US4827000,"Fort Worth, Texas",place,count,138.0,2018,Arson,"Fort Worth, TX"
1600000US4827000--2018--Arson--rate,1600000US4827000,"Fort Worth, Texas",place,rate,15.440455784352775,2018,Arson,"Fort Worth, TX"
1600000US4827000--2018--Burglary--count,1600000US4827000,"Fort Worth, Texas",place,count,4504.0,2018,Burglary,"Fort Worth, TX"
1600000US4827000--2018--Burglary--rate,1600000US4827000,"Fort Worth, Texas",place,rate,503.9406728458326,2018,Burglary,"Fort Worth, TX"
1600000US4827000--2018--Property crime--count,1600000US4827000,"Fort Worth, Texas",place,count,25433.0,2018,Property crime,"Fort Worth, TX"
1600000US4827000--2018--Property crime--rate,1600000US4827000,"Fort Worth, Texas",place,rate,2845.6312461119146,2018,Property crime,"Fort Worth, TX"
1600000US4827000--2018--Aggravated assault--count,1600000US4827000,"Fort Worth, Texas",place,count,2826.0,2018,Aggravated assault,"Fort Worth, TX"
1600000US4827000--2018--Aggravated assault--rate,1600000US4827000,"Fort Worth, Texas",place,rate,316.19368149696334,2018,Aggravated assault,"Fort Worth, TX"
1600000US4827000--2018--All Crimes--rate,1600000US4827000,"Fort Worth, Texas",place,rate,106709.66124982656,2018,All Crimes,"Fort Worth, TX"
1600000US4827000--2018--All Crimes--count,1600000US4827000,"Fort Worth, Texas",place,count,953724.0,2018,All Crimes,"Fort Worth, TX"
