name,type,variable,value,year,crime_type
"Colorado Springs, Colorado",place,count,11375,2011,Larceny
"Colorado Springs, Colorado",place,count,418,2013,Robbery
"Colorado Springs, Colorado",place,rate,9577.091091,2008,All Crimes
"Colorado Springs, Colorado",place,count,2039,2014,Violent crime
"Colorado Springs, Colorado",place,count,1145,2007,Aggravated assault
"Colorado Springs, Colorado",place,count,526,2010,Robbery
"Colorado Springs, Colorado",place,rate,297.0378142,2008,Motor vehicle theft
"Colorado Springs, Colorado",place,count,3641,2012,Burglary
"Colorado Springs, Colorado",place,count,11888,2007,Larceny
"Colorado Springs, Colorado",place,rate,136.8910923,2008,Robbery
"Colorado Springs, Colorado",place,count,27,2007,Murder and nonnegligent manslaughter
"Colorado Springs, Colorado",place,count,1968,2009,Violent crime
"Colorado Springs, Colorado",place,rate,90.79692279,2014,Robbery
"Colorado Springs, Colorado",place,rate,247.4157777,2013,Aggravated assault
"Colorado Springs, Colorado",place,rate,2684.80929,2011,Larceny
"Colorado Springs, Colorado",place,rate,27.85084326,2015,Arson
"Colorado Springs, Colorado",place,rate,27.85084326,2015,Arson
"Colorado Springs, Colorado",place,rate,3560.770761,2016,Property crime
"Colorado Springs, Colorado",place,count,1394,2016,Aggravated assault
"Colorado Springs, Colorado",place,count,37100,2015,All Crimes
"Colorado Springs, Colorado",place,count,37100,2015,All Crimes
"Colorado Springs, Colorado",place,rate,96.09728665,2016,Rape (revised definition)
"Colorado Springs, Colorado",place,rate,24.99391312,2016,Arson
"Colorado Springs, Colorado",place,count,2301,2016,Violent crime
"Colorado Springs, Colorado",place,rate,94.15810374,2016,Robbery
"Colorado Springs, Colorado",place,count,1983,2015,Violent crime
"Colorado Springs, Colorado",place,count,1983,2015,Violent crime
"Colorado Springs, Colorado",place,rate,75.37410756,2015,Rape (revised definition)
"Colorado Springs, Colorado",place,rate,75.37410756,2015,Rape (revised definition)
"Colorado Springs, Colorado",place,rate,8200.526071,2015,All Crimes
"Colorado Springs, Colorado",place,rate,8200.526071,2015,All Crimes
"Colorado Springs, Colorado",place,count,11776,2016,Larceny
"Colorado Springs, Colorado",place,count,437,2016,Robbery
"Colorado Springs, Colorado",place,count,16526,2016,Property crime
"Colorado Springs, Colorado",place,rate,495.7844318,2016,Violent crime
"Colorado Springs, Colorado",place,rate,2732.698216,2015,Larceny
"Colorado Springs, Colorado",place,rate,2732.698216,2015,Larceny
"Colorado Springs, Colorado",place,rate,5.525960965,2015,Murder and nonnegligent manslaughter
"Colorado Springs, Colorado",place,rate,5.525960965,2015,Murder and nonnegligent manslaughter
"Colorado Springs, Colorado",place,count,446,2016,Rape (revised definition)
"Colorado Springs, Colorado",place,count,16504,2015,Property crime
"Colorado Springs, Colorado",place,count,16504,2015,Property crime
"Colorado Springs, Colorado",place,count,116,2016,Arson
"Colorado Springs, Colorado",place,rate,533.5867907,2015,Burglary
"Colorado Springs, Colorado",place,rate,533.5867907,2015,Burglary
"Colorado Springs, Colorado",place,count,24,2016,Murder and nonnegligent manslaughter
"Colorado Springs, Colorado",place,count,341,2015,Rape (revised definition)
"Colorado Springs, Colorado",place,count,341,2015,Rape (revised definition)
"Colorado Springs, Colorado",place,count,1241,2015,Aggravated assault
"Colorado Springs, Colorado",place,count,1241,2015,Aggravated assault
"Colorado Springs, Colorado",place,count,2414,2015,Burglary
"Colorado Springs, Colorado",place,count,2414,2015,Burglary
"Colorado Springs, Colorado",place,rate,381.7333834,2015,Motor vehicle theft
"Colorado Springs, Colorado",place,rate,381.7333834,2015,Motor vehicle theft
"Colorado Springs, Colorado",place,rate,5.171154439,2016,Murder and nonnegligent manslaughter
"Colorado Springs, Colorado",place,rate,8138.104298,2016,All Crimes
"Colorado Springs, Colorado",place,rate,83.11045291,2015,Robbery
"Colorado Springs, Colorado",place,rate,83.11045291,2015,Robbery
"Colorado Springs, Colorado",place,count,1727,2015,Motor vehicle theft
"Colorado Springs, Colorado",place,count,1727,2015,Motor vehicle theft
"Colorado Springs, Colorado",place,count,2073,2016,Motor vehicle theft
"Colorado Springs, Colorado",place,count,126,2015,Arson
"Colorado Springs, Colorado",place,count,126,2015,Arson
"Colorado Springs, Colorado",place,count,37770,2016,All Crimes
"Colorado Springs, Colorado",place,count,12363,2015,Larceny
"Colorado Springs, Colorado",place,count,12363,2015,Larceny
"Colorado Springs, Colorado",place,rate,274.3087023,2015,Aggravated assault
"Colorado Springs, Colorado",place,rate,274.3087023,2015,Aggravated assault
"Colorado Springs, Colorado",place,count,25,2015,Murder and nonnegligent manslaughter
"Colorado Springs, Colorado",place,count,25,2015,Murder and nonnegligent manslaughter
"Colorado Springs, Colorado",place,rate,438.3192237,2015,Violent crime
"Colorado Springs, Colorado",place,rate,438.3192237,2015,Violent crime
"Colorado Springs, Colorado",place,rate,576.7991847,2016,Burglary
"Colorado Springs, Colorado",place,count,376,2015,Robbery
"Colorado Springs, Colorado",place,count,376,2015,Robbery
"Colorado Springs, Colorado",place,rate,300.357887,2016,Aggravated assault
"Colorado Springs, Colorado",place,rate,446.6584646,2016,Motor vehicle theft
"Colorado Springs, Colorado",place,count,2677,2016,Burglary
"Colorado Springs, Colorado",place,rate,2537.313111,2016,Larceny
"Colorado Springs, Colorado",place,rate,3648.01839,2015,Property crime
"Colorado Springs, Colorado",place,rate,3648.01839,2015,Property crime
"Colorado Springs, Colorado",place,rate,7.217090069,2007,Murder and nonnegligent manslaughter
"Colorado Springs, Colorado",place,rate,3.980817766,2006,Murder and nonnegligent manslaughter
"Colorado Springs, Colorado",place,rate,6.342444431,2008,Murder and nonnegligent manslaughter
"Colorado Springs, Colorado",place,rate,5.026565398,2010,Murder and nonnegligent manslaughter
"Colorado Springs, Colorado",place,rate,5.96182597,2013,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,count,318,2010,Forcible rape
"Fort Worth, Texas",place,count,2582,2010,Aggravated assault
"Fort Worth, Texas",place,count,10058,2011,Burglary
"Fort Worth, Texas",place,count,82537,2007,All Crimes
"Fort Worth, Texas",place,rate,49.90411281,2008,Forcible rape
"Fort Worth, Texas",place,count,48,2013,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,rate,50.772561,2012,Forcible rape
"Fort Worth, Texas",place,rate,5.713536276,2012,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,rate,1285.815112,2008,Burglary
"Fort Worth, Texas",place,rate,29.02733546,2009,Arson
"Fort Worth, Texas",place,rate,4343.533557,2013,Property crime
"Fort Worth, Texas",place,rate,49.94833702,2007,Forcible rape
"Fort Worth, Texas",place,rate,11119.12818,2009,All Crimes
"Fort Worth, Texas",place,count,227,2007,Arson
"Fort Worth, Texas",place,count,,2013,Rape (legacy definition)
"Fort Worth, Texas",place,rate,3759.7078,2006,Larceny
"Fort Worth, Texas",place,rate,5036.750815,2008,Property crime
"Fort Worth, Texas",place,rate,584.9699222,2009,Violent crime
"Fort Worth, Texas",place,count,34272,2013,Property crime
"Fort Worth, Texas",place,rate,1053.945642,2013,Burglary
"Fort Worth, Texas",place,count,391,2012,Forcible rape
"Fort Worth, Texas",place,rate,6.342469573,2011,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,count,9008,2007,Burglary
"Fort Worth, Texas",place,count,335,2007,Forcible rape
"Fort Worth, Texas",place,rate,200.2886146,2009,Robbery
"Fort Worth, Texas",place,rate,11416.35001,2008,All Crimes
"Fort Worth, Texas",place,rate,12714.72469,2006,All Crimes
"Fort Worth, Texas",place,rate,6.083380332,2013,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,count,44,2012,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,rate,1402.099253,2006,Burglary
"Fort Worth, Texas",place,count,138,2010,Arson
"Fort Worth, Texas",place,count,35884,2009,Property crime
"Fort Worth, Texas",place,count,4524,2012,Violent crime
"Fort Worth, Texas",place,count,77539,2013,All Crimes
"Fort Worth, Texas",place,count,4474,2007,Violent crime
"Fort Worth, Texas",place,count,2745,2008,Motor vehicle theft
"Fort Worth, Texas",place,count,81597,2006,All Crimes
"Fort Worth, Texas",place,rate,4222.043602,2012,Property crime
"Fort Worth, Texas",place,count,9018,2008,Burglary
"Fort Worth, Texas",place,count,1280,2012,Robbery
"Fort Worth, Texas",place,count,23557,2013,Larceny
"Fort Worth, Texas",place,count,23562,2008,Larceny
"Fort Worth, Texas",place,rate,1329.011645,2011,Burglary
"Fort Worth, Texas",place,count,23564,2009,Larceny
"Fort Worth, Texas",place,count,2369,2009,Aggravated assault
"Fort Worth, Texas",place,count,2496,2008,Aggravated assault
"Fort Worth, Texas",place,count,1449,2009,Robbery
"Fort Worth, Texas",place,rate,9827.06724,2013,All Crimes
"Fort Worth, Texas",place,rate,5683.348085,2006,Property crime
"Fort Worth, Texas",place,rate,560.1779389,2013,Violent crime
"Fort Worth, Texas",place,rate,327.455989,2009,Aggravated assault
"Fort Worth, Texas",place,rate,2988.492382,2011,Larceny
"Fort Worth, Texas",place,count,2461,2007,Aggravated assault
"Fort Worth, Texas",place,rate,521.5410314,2006,Motor vehicle theft
"Fort Worth, Texas",place,rate,1408.240446,2009,Burglary
"Fort Worth, Texas",place,count,3347,2006,Motor vehicle theft
"Fort Worth, Texas",place,rate,7.635348234,2006,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,count,4232,2009,Violent crime
"Fort Worth, Texas",place,count,80068,2008,All Crimes
"Fort Worth, Texas",place,rate,328.629275,2013,Aggravated assault
"Fort Worth, Texas",place,rate,322.6731395,2011,Motor vehicle theft
"Fort Worth, Texas",place,rate,388.9352896,2006,Aggravated assault
"Fort Worth, Texas",place,count,58,2007,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,rate,314.7639076,2012,Motor vehicle theft
"Fort Worth, Texas",place,rate,587.4554117,2012,Violent crime
"Fort Worth, Texas",place,count,1256,2013,Robbery
"Fort Worth, Texas",place,rate,178.180761,2010,Robbery
"Fort Worth, Texas",place,count,2904,2011,Aggravated assault
"Fort Worth, Texas",place,rate,603.7238224,2011,Violent crime
"Fort Worth, Texas",place,rate,243.2469042,2008,Robbery
"Fort Worth, Texas",place,count,36681,2007,Property crime
"Fort Worth, Texas",place,count,2132,2009,Motor vehicle theft
"Fort Worth, Texas",place,rate,6.986575794,2008,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,count,4569,2011,Violent crime
"Fort Worth, Texas",place,count,247,2006,Forcible rape
"Fort Worth, Texas",place,rate,575.1353437,2010,Violent crime
"Fort Worth, Texas",place,count,35090,2010,Property crime
"Fort Worth, Texas",place,rate,8.440141312,2010,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,count,1417,2006,Robbery
"Fort Worth, Texas",place,count,63,2010,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,rate,655.860831,2006,Violent crime
"Fort Worth, Texas",place,count,8316,2013,Burglary
"Fort Worth, Texas",place,count,118,2012,Arson
"Fort Worth, Texas",place,rate,2985.545635,2013,Larceny
"Fort Worth, Texas",place,count,21648,2012,Larceny
"Fort Worth, Texas",place,rate,304.0422795,2013,Motor vehicle theft
"Fort Worth, Texas",place,count,9352,2010,Burglary
"Fort Worth, Texas",place,rate,9634.320693,2012,All Crimes
"Fort Worth, Texas",place,count,2464,2010,Motor vehicle theft
"Fort Worth, Texas",place,count,35325,2008,Property crime
"Fort Worth, Texas",place,count,49,2008,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,rate,2811.059848,2012,Larceny
"Fort Worth, Texas",place,count,35117,2011,Property crime
"Fort Worth, Texas",place,rate,4960.080502,2009,Property crime
"Fort Worth, Texas",place,rate,4640.177166,2011,Property crime
"Fort Worth, Texas",place,count,155,2013,Arson
"Fort Worth, Texas",place,rate,364.75735,2012,Aggravated assault
"Fort Worth, Texas",place,rate,241.5412119,2007,Robbery
"Fort Worth, Texas",place,count,233,2006,Arson
"Fort Worth, Texas",place,count,80442,2009,All Crimes
"Fort Worth, Texas",place,rate,400.3321937,2007,Motor vehicle theft
"Fort Worth, Texas",place,rate,18.89527394,2011,Arson
"Fort Worth, Texas",place,rate,366.9339027,2007,Aggravated assault
"Fort Worth, Texas",place,count,2593,2013,Aggravated assault
"Fort Worth, Texas",place,count,8442,2012,Burglary
"Fort Worth, Texas",place,rate,667.0712233,2007,Violent crime
"Fort Worth, Texas",place,rate,33.84558956,2007,Arson
"Fort Worth, Texas",place,rate,1343.088418,2007,Burglary
"Fort Worth, Texas",place,count,210,2009,Arson
"Fort Worth, Texas",place,count,10188,2009,Burglary
"Fort Worth, Texas",place,rate,19.64424899,2013,Arson
"Fort Worth, Texas",place,count,143,2011,Arson
"Fort Worth, Texas",place,count,370,2009,Forcible rape
"Fort Worth, Texas",place,count,23274,2010,Larceny
"Fort Worth, Texas",place,count,78904,2010,All Crimes
"Fort Worth, Texas",place,rate,3359.544874,2008,Larceny
"Fort Worth, Texas",place,rate,42.60261805,2010,Forcible rape
"Fort Worth, Texas",place,rate,36.30685997,2006,Arson
"Fort Worth, Texas",place,count,1706,2008,Robbery
"Fort Worth, Texas",place,count,74194,2012,All Crimes
"Fort Worth, Texas",place,count,4209,2006,Violent crime
"Fort Worth, Texas",place,count,2496,2006,Aggravated assault
"Fort Worth, Texas",place,count,2424,2012,Motor vehicle theft
"Fort Worth, Texas",place,count,36473,2006,Property crime
"Fort Worth, Texas",place,count,49,2006,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,count,350,2008,Forcible rape
"Fort Worth, Texas",place,rate,12306.22654,2007,All Crimes
"Fort Worth, Texas",place,rate,345.9118233,2010,Aggravated assault
"Fort Worth, Texas",place,count,523,2013,Rape (revised definition)
"Fort Worth, Texas",place,rate,18.48792859,2010,Arson
"Fort Worth, Texas",place,rate,391.3908276,2008,Motor vehicle theft
"Fort Worth, Texas",place,rate,10570.8081,2010,All Crimes
"Fort Worth, Texas",place,count,1267,2011,Robbery
"Fort Worth, Texas",place,rate,1252.892088,2010,Burglary
"Fort Worth, Texas",place,count,2399,2013,Motor vehicle theft
"Fort Worth, Texas",place,count,2809,2012,Aggravated assault
"Fort Worth, Texas",place,count,4601,2008,Violent crime
"Fort Worth, Texas",place,rate,8.647771782,2007,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,rate,6.081917905,2009,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,count,1620,2007,Robbery
"Fort Worth, Texas",place,rate,46.24717397,2011,Forcible rape
"Fort Worth, Texas",place,rate,656.0252087,2008,Violent crime
"Fort Worth, Texas",place,rate,294.6965676,2009,Motor vehicle theft
"Fort Worth, Texas",place,rate,3257.143489,2009,Larceny
"Fort Worth, Texas",place,rate,66.2834982,2013,Rape (revised definition)
"Fort Worth, Texas",place,rate,1096.219846,2012,Burglary
"Fort Worth, Texas",place,count,44,2009,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,count,4293,2010,Violent crime
"Fort Worth, Texas",place,count,79515,2011,All Crimes
"Fort Worth, Texas",place,count,216,2008,Arson
"Fort Worth, Texas",place,rate,220.8018051,2006,Robbery
"Fort Worth, Texas",place,count,2442,2011,Motor vehicle theft
"Fort Worth, Texas",place,rate,159.1817853,2013,Robbery
"Fort Worth, Texas",place,rate,3118.029348,2010,Larceny
"Fort Worth, Texas",place,rate,30.79796676,2008,Arson
"Fort Worth, Texas",place,rate,10506.69725,2011,All Crimes
"Fort Worth, Texas",place,rate,15.32266547,2012,Arson
"Fort Worth, Texas",place,rate,383.7194091,2011,Aggravated assault
"Fort Worth, Texas",place,rate,51.14340057,2009,Forcible rape
"Fort Worth, Texas",place,rate,355.8876159,2008,Aggravated assault
"Fort Worth, Texas",place,rate,4701.02474,2010,Property crime
"Fort Worth, Texas",place,count,22617,2011,Larceny
"Fort Worth, Texas",place,count,2685,2007,Motor vehicle theft
"Fort Worth, Texas",place,count,350,2011,Forcible rape
"Fort Worth, Texas",place,rate,3725.698643,2007,Larceny
"Fort Worth, Texas",place,count,24128,2006,Larceny
"Fort Worth, Texas",place,rate,38.48838804,2006,Forcible rape
"Fort Worth, Texas",place,count,4420,2013,Violent crime
"Fort Worth, Texas",place,rate,5469.119254,2007,Property crime
"Fort Worth, Texas",place,count,1330,2010,Robbery
"Fort Worth, Texas",place,count,8998,2006,Burglary
"Fort Worth, Texas",place,rate,167.4147698,2011,Robbery
"Fort Worth, Texas",place,count,48,2011,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,rate,330.1033047,2010,Motor vehicle theft
"Fort Worth, Texas",place,rate,166.2119644,2012,Robbery
"Fort Worth, Texas",place,rate,0,2013,Rape (legacy definition)
"Fort Worth, Texas",place,count,24988,2007,Larceny
"Fort Worth, Texas",place,count,32514,2012,Property crime
"Fort Worth, Texas",place,count,65354,2016,All Crimes
"Fort Worth, Texas",place,count,56,2015,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,count,56,2015,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,count,6005,2015,Burglary
"Fort Worth, Texas",place,count,6005,2015,Burglary
"Fort Worth, Texas",place,count,28124,2016,Property crime
"Fort Worth, Texas",place,rate,17.11398031,2015,Arson
"Fort Worth, Texas",place,rate,17.11398031,2015,Arson
"Fort Worth, Texas",place,count,2806,2015,Aggravated assault
"Fort Worth, Texas",place,count,2806,2015,Aggravated assault
"Fort Worth, Texas",place,count,68364,2015,All Crimes
"Fort Worth, Texas",place,count,68364,2015,All Crimes
"Fort Worth, Texas",place,rate,6.749175335,2015,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,rate,6.749175335,2015,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,rate,2589.875514,2015,Larceny
"Fort Worth, Texas",place,rate,2589.875514,2015,Larceny
"Fort Worth, Texas",place,rate,526.2669792,2016,Violent crime
"Fort Worth, Texas",place,rate,338.1818927,2015,Aggravated assault
"Fort Worth, Texas",place,rate,338.1818927,2015,Aggravated assault
"Fort Worth, Texas",place,rate,58.57845698,2016,Rape (revised definition)
"Fort Worth, Texas",place,rate,136.7613274,2016,Robbery
"Fort Worth, Texas",place,rate,280.0965899,2016,Motor vehicle theft
"Fort Worth, Texas",place,count,5316,2016,Burglary
"Fort Worth, Texas",place,rate,624.0542631,2016,Burglary
"Fort Worth, Texas",place,count,2386,2016,Motor vehicle theft
"Fort Worth, Texas",place,count,1165,2016,Robbery
"Fort Worth, Texas",place,rate,323.1793428,2016,Aggravated assault
"Fort Worth, Texas",place,count,516,2015,Rape (revised definition)
"Fort Worth, Texas",place,count,516,2015,Rape (revised definition)
"Fort Worth, Texas",place,rate,118.2310894,2015,Robbery
"Fort Worth, Texas",place,rate,118.2310894,2015,Robbery
"Fort Worth, Texas",place,count,142,2015,Arson
"Fort Worth, Texas",place,count,142,2015,Arson
"Fort Worth, Texas",place,count,2258,2015,Motor vehicle theft
"Fort Worth, Texas",place,count,2258,2015,Motor vehicle theft
"Fort Worth, Texas",place,count,140,2016,Arson
"Fort Worth, Texas",place,count,66,2016,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,rate,7.747852025,2016,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,count,499,2016,Rape (revised definition)
"Fort Worth, Texas",place,count,4483,2016,Violent crime
"Fort Worth, Texas",place,count,2753,2016,Aggravated assault
"Fort Worth, Texas",place,count,29752,2015,Property crime
"Fort Worth, Texas",place,count,29752,2015,Property crime
"Fort Worth, Texas",place,rate,8239.296832,2015,All Crimes
"Fort Worth, Texas",place,rate,8239.296832,2015,All Crimes
"Fort Worth, Texas",place,rate,2397.373243,2016,Larceny
"Fort Worth, Texas",place,rate,62.18882987,2015,Rape (revised definition)
"Fort Worth, Texas",place,rate,62.18882987,2015,Rape (revised definition)
"Fort Worth, Texas",place,rate,3585.740439,2015,Property crime
"Fort Worth, Texas",place,rate,3585.740439,2015,Property crime
"Fort Worth, Texas",place,count,21489,2015,Larceny
"Fort Worth, Texas",place,count,21489,2015,Larceny
"Fort Worth, Texas",place,count,4359,2015,Violent crime
"Fort Worth, Texas",place,count,4359,2015,Violent crime
"Fort Worth, Texas",place,rate,3301.524096,2016,Property crime
"Fort Worth, Texas",place,rate,7672.016989,2016,All Crimes
"Fort Worth, Texas",place,count,981,2015,Robbery
"Fort Worth, Texas",place,count,981,2015,Robbery
"Fort Worth, Texas",place,rate,16.43483763,2016,Arson
"Fort Worth, Texas",place,rate,723.7285337,2015,Burglary
"Fort Worth, Texas",place,rate,723.7285337,2015,Burglary
"Fort Worth, Texas",place,count,20422,2016,Larceny
"Fort Worth, Texas",place,rate,525.3509872,2015,Violent crime
"Fort Worth, Texas",place,rate,525.3509872,2015,Violent crime
"Fort Worth, Texas",place,rate,272.1363912,2015,Motor vehicle theft
"Fort Worth, Texas",place,rate,272.1363912,2015,Motor vehicle theft
"Fort Worth, Texas",place,count,28072,2017,Property crime
"Fort Worth, Texas",place,rate,309.9411387,2017,Motor vehicle theft
"Fort Worth, Texas",place,count,70,2017,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,count,5116,2017,Burglary
"Fort Worth, Texas",place,count,569,2017,Rape (revised definition)
"Fort Worth, Texas",place,rate,339.7211446,2017,Aggravated assault
"Fort Worth, Texas",place,rate,65.1723976,2017,Rape (revised definition)
"Fort Worth, Texas",place,rate,107568.3594,2017,All Crimes
"Fort Worth, Texas",place,count,1286,2017,Robbery
"Fort Worth, Texas",place,count,20250,2017,Larceny
"Fort Worth, Texas",place,rate,8.017693905,2017,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,rate,560.207727,2017,Violent crime
"Fort Worth, Texas",place,count,4891,2017,Violent crime
"Fort Worth, Texas",place,count,2966,2017,Aggravated assault
"Fort Worth, Texas",place,count,151,2017,Arson
"Fort Worth, Texas",place,count,2706,2017,Motor vehicle theft
"Fort Worth, Texas",place,rate,3215.324333,2017,Property crime
"Fort Worth, Texas",place,rate,2319.404308,2017,Larceny
"Fort Worth, Texas",place,rate,17.29531114,2017,Arson
"Fort Worth, Texas",place,rate,585.978886,2017,Burglary
"Fort Worth, Texas",place,count,939146,2017,All Crimes
"Fort Worth, Texas",place,rate,147.2964909,2017,Robbery
"Fort Worth, Texas",place,count,4482,2018,Violent crime
"Fort Worth, Texas",place,rate,501.4791509,2018,Violent crime
"Fort Worth, Texas",place,count,58,2018,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,rate,6.489466924,2018,Murder and nonnegligent manslaughter
"Fort Worth, Texas",place,count,2972,2018,Motor vehicle theft
"Fort Worth, Texas",place,rate,332.5292362,2018,Motor vehicle theft
"Fort Worth, Texas",place,count,482,2018,Rape (revised definition)
"Fort Worth, Texas",place,rate,53.92970788,2018,Rape (revised definition)
"Fort Worth, Texas",place,count,1116,2018,Robbery
"Fort Worth, Texas",place,rate,124.8662946,2018,Robbery
"Fort Worth, Texas",place,count,17957,2018,Larceny
"Fort Worth, Texas",place,rate,2009.161337,2018,Larceny
"Fort Worth, Texas",place,count,138,2018,Arson
"Fort Worth, Texas",place,rate,15.44045578,2018,Arson
"Fort Worth, Texas",place,count,4504,2018,Burglary
"Fort Worth, Texas",place,rate,503.9406728,2018,Burglary
"Fort Worth, Texas",place,count,25433,2018,Property crime
"Fort Worth, Texas",place,rate,2845.631246,2018,Property crime
"Fort Worth, Texas",place,count,2826,2018,Aggravated assault
"Fort Worth, Texas",place,rate,316.1936815,2018,Aggravated assault
"Fort Worth, Texas",place,rate,106709.6612,2018,All Crimes
"Fort Worth, Texas",place,count,953724,2018,All Crimes
"Norfolk, Virginia",place,rate,3.262775807,2017,Arson
"Norfolk, Virginia",place,rate,5.729556737,2018,Arson
"Norfolk, Virginia",place,count,8,2017,Arson
"Norfolk, Virginia",place,rate,8.13888188,2016,Arson
"Norfolk, Virginia",place,rate,10.11826225,2014,Arson
"Norfolk, Virginia",place,rate,11.32214328,2013,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,rate,301.1409943,2015,Aggravated assault
"Norfolk, Virginia",place,count,739,2015,Aggravated assault
"Norfolk, Virginia",place,rate,11.80281965,2011,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,rate,11.91149757,2008,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,rate,11.95222525,2006,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,rate,12.54664519,2014,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,rate,13.86040937,2012,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,count,14,2018,Arson
"Norfolk, Virginia",place,rate,14.46211564,2009,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,rate,14.52370782,2010,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,rate,14.68249113,2017,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,rate,14.73314589,2018,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,rate,15.46576368,2011,Arson
"Norfolk, Virginia",place,rate,15.79619399,2007,Arson
"Norfolk, Virginia",place,rate,17.38757718,2013,Arson
"Norfolk, Virginia",place,rate,17.86496638,2009,Arson
"Norfolk, Virginia",place,rate,18.71942832,2016,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,count,20,2016,Arson
"Norfolk, Virginia",place,rate,21.06159199,2007,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,rate,21.35839385,2010,Arson
"Norfolk, Virginia",place,rate,23.64422775,2012,Arson
"Norfolk, Virginia",place,rate,24.24840577,2008,Arson
"Norfolk, Virginia",place,count,25,2014,Arson
"Norfolk, Virginia",place,count,28,2006,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,count,28,2008,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,count,28,2013,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,rate,8431.132844,2015,All Crimes
"Norfolk, Virginia",place,count,20690,2015,All Crimes
"Norfolk, Virginia",place,count,29,2011,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,rate,30.57443244,2012,Forcible rape
"Norfolk, Virginia",place,count,31,2014,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,rate,32.44175425,2006,Arson
"Norfolk, Virginia",place,rate,32.96649627,2011,Forcible rape
"Norfolk, Virginia",place,count,34,2009,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,count,34,2010,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,count,34,2012,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,count,36,2007,Arson
"Norfolk, Virginia",place,count,36,2017,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,count,36,2018,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,rate,36.58531397,2008,Forcible rape
"Norfolk, Virginia",place,count,38,2011,Arson
"Norfolk, Virginia",place,rate,38.44510893,2010,Forcible rape
"Norfolk, Virginia",place,count,42,2009,Arson
"Norfolk, Virginia",place,rate,42.56196715,2007,Forcible rape
"Norfolk, Virginia",place,rate,42.68651874,2006,Forcible rape
"Norfolk, Virginia",place,count,43,2013,Arson
"Norfolk, Virginia",place,rate,43.38634691,2009,Forcible rape
"Norfolk, Virginia",place,rate,11.40994295,2015,Arson
"Norfolk, Virginia",place,count,46,2016,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,rate,47.88272416,2018,Rape (revised definition)
"Norfolk, Virginia",place,count,48,2007,Murder and nonnegligent manslaughter
"Norfolk, Virginia",place,rate,49.37711978,2014,Rape (revised definition)
"Norfolk, Virginia",place,count,50,2010,Arson
"Norfolk, Virginia",place,rate,53.30967632,2016,Rape (revised definition)
"Norfolk, Virginia",place,rate,54.18454285,2013,Rape (revised definition)
"Norfolk, Virginia",place,rate,55.05934173,2017,Rape (revised definition)
"Norfolk, Virginia",place,count,57,2008,Arson
"Norfolk, Virginia",place,count,58,2012,Arson
"Norfolk, Virginia",place,count,75,2012,Forcible rape
